id,RSRP,RSRQ,SINR,earfcn,latitude,longitude,altitude
482,-64,-11,8,643488,37.6108942,126.9963442,119.95
483,-64,-11,8,643488,37.6108943,126.9963445,119.85
484,-64,-11,8,643488,37.6108937,126.9963445,118.28
485,-64,-11,8,643488,37.6108937,126.9963449,118.16
486,-64,-11,8,643488,37.6108933,126.9963455,117.95
487,-64,-11,8,643488,37.6108934,126.9963458,117.86
488,-64,-11,8,643488,37.6108933,126.9963461,117.8
489,-64,-11,8,643488,37.6108932,126.9963462,117.66
490,-64,-11,8,643488,37.6108929,126.9963465,117.4
491,-64,-11,8,643488,37.6108929,126.9963467,117.28
492,-64,-11,8,643488,37.610893,126.9963457,116.25
493,-64,-11,8,643488,37.6108933,126.9963452,116.07
494,-64,-11,8,643488,37.6108936,126.9963452,115.97
495,-64,-11,8,643488,37.6108938,126.996345,115.84
496,-64,-11,8,643488,37.6108942,126.9963445,115.63
497,-64,-11,8,643488,37.6108944,126.9963443,115.53
498,-64,-11,8,643488,37.6108944,126.9963442,115.44
499,-64,-11,8,643488,37.6108944,126.9963442,115.32
500,-64,-11,8,643488,37.6108945,126.9963453,114.2
501,-64,-11,8,643488,37.6108945,126.9963449,114.12
502,-64,-11,8,643488,37.6108942,126.996344,113.99
503,-64,-11,8,643488,37.6108941,126.9963437,113.93
504,-64,-11,8,643488,37.6108939,126.9963434,113.87
505,-64,-11,8,643488,37.6108937,126.9963432,113.81
506,-64,-11,8,643488,37.6108931,126.9963429,113.68
507,-64,-11,8,643488,37.6108928,126.9963429,113.65
508,-64,-11,8,643488,37.6108924,126.9963429,113.61
509,-64,-11,8,643488,37.6108923,126.9963443,112.74
510,-64,-11,8,643488,37.6108925,126.9963443,112.65
511,-64,-11,8,643488,37.6108929,126.9963446,112.43
512,-64,-11,8,643488,37.610893,126.9963446,112.37
513,-64,-11,8,643488,37.6108931,126.9963448,112.31
514,-64,-11,8,643488,37.6108932,126.9963451,112.11
515,-64,-11,8,643488,37.6108933,126.9963453,111.84
516,-64,-11,8,643488,37.6108942,126.9963443,110.76
517,-64,-11,8,643488,37.6108942,126.9963441,110.71
518,-64,-11,8,643488,37.6108943,126.996344,110.62
519,-64,-11,8,643488,37.6108945,126.9963439,110.58
520,-64,-11,8,643488,37.6108946,126.996344,110.53
521,-64,-11,8,643488,37.6108946,126.9963441,110.48
522,-64,-11,8,643488,37.6108947,126.9963442,110.34
523,-64,-11,8,643488,37.6108947,126.9963444,110.29
524,-64,-11,8,643488,37.6108947,126.9963445,110.23
525,-64,-11,8,643488,37.6108964,126.9963457,110.12
526,-64,-11,8,643488,37.6108965,126.9963456,110.09
527,-64,-11,8,643488,37.6108967,126.9963458,110.11
528,-64,-11,8,643488,37.6108971,126.9963463,110.23
529,-64,-11,8,643488,37.6108978,126.9963471,110.35
530,-64,-11,8,643488,37.6108981,126.9963476,110.41
531,-64,-11,8,643488,37.6108988,126.9963485,110.54
532,-64,-11,8,643488,37.6109032,126.9963536,111.38
533,-64,-11,8,643488,37.6109035,126.996354,111.42
534,-64,-11,8,643488,37.6109038,126.9963542,111.45
535,-64,-11,8,643488,37.6109042,126.9963546,111.54
536,-64,-11,8,643488,37.6109045,126.9963548,111.58
537,-64,-11,8,643488,37.6109044,126.9963547,111.58
538,-64,-11,8,643488,37.6109044,126.9963546,111.56
539,-64,-11,8,643488,37.6109041,126.9963542,111.53
540,-64,-11,8,643488,37.6109041,126.9963539,111.53
541,-64,-11,8,643488,37.6109041,126.9963537,111.51
542,-64,-11,8,643488,37.6109031,126.9963506,111.32
543,-64,-11,8,643488,37.6109028,126.9963498,111.29
544,-64,-11,8,643488,37.6109026,126.9963496,111.26
545,-64,-11,8,643488,37.6109025,126.9963493,111.22
546,-64,-11,8,643488,37.6109023,126.996349,111.17
547,-64,-11,8,643488,37.6109022,126.9963489,111.15
548,-64,-11,8,643488,37.6109021,126.9963487,111.15
549,-64,-11,8,643488,37.610902,126.9963485,111.11
550,-64,-11,8,643488,37.6109001,126.9963457,110.81
551,-64,-11,8,643488,37.6108999,126.9963455,110.78
552,-64,-11,8,643488,37.6108997,126.996345,110.74
553,-64,-11,8,643488,37.6108995,126.9963447,110.69
554,-64,-11,8,643488,37.6108993,126.9963444,110.68
555,-64,-11,8,643488,37.6108991,126.9963442,110.65
556,-64,-11,8,643488,37.610899,126.9963439,110.62
557,-71,-15,18,2500,37.6108987,126.9963435,110.56
558,-71,-15,18,2500,37.6108973,126.9963421,110.21
559,-71,-15,18,2500,37.6108973,126.9963422,110.22
560,-65,-7,16,2500,37.6108972,126.9963423,110.23
561,-65,-7,16,2500,37.6108972,126.9963423,110.25
562,-65,-7,16,2500,37.610897,126.9963417,110.24
563,-65,-7,16,2500,37.6108969,126.9963417,110.17
564,-65,-7,9,2500,37.6108968,126.9963417,110.16
565,-65,-7,9,2500,37.6107748,126.9965901,112.31
566,-65,-7,9,2500,37.6107744,126.9965901,112.35
567,-65,-7,9,2500,37.6107742,126.9965901,112.38
568,-63,-7,9,2500,37.6107741,126.99659,112.38
569,-63,-7,9,2500,37.610774,126.9965899,112.4
570,-63,-7,9,2500,37.6107739,126.9965896,112.41
571,-63,-7,9,2500,37.6107739,126.9965895,112.43
572,-63,-7,9,2500,37.6107739,126.9965894,112.43
573,-63,-7,9,2500,37.6107739,126.9965895,112.47
574,-63,-7,9,2500,37.6107719,126.9965885,112.79
575,-63,-7,15,2500,37.6107716,126.9965882,112.82
576,-63,-7,15,2500,37.6107711,126.9965879,112.87
577,-63,-7,15,2500,37.6107709,126.9965877,112.9
578,-63,-7,22,2500,37.6107707,126.9965875,112.92
579,-63,-7,22,2500,37.6107706,126.9965873,112.94
580,-63,-7,22,2500,37.6107703,126.9965872,112.97
581,-63,-7,22,2500,37.6107703,126.9965872,113.01
582,-63,-7,22,2500,37.6107703,126.9965872,113.05
583,-63,-7,22,2500,37.6107567,126.9965788,113.83
584,-63,-7,9,2500,37.6107546,126.9965785,113.84
585,-63,-7,9,2500,37.61075,126.9965767,113.81
586,-63,-7,2,2500,37.6107474,126.9965753,113.78
587,-63,-7,2,2500,37.6107451,126.9965734,113.72
588,-58,-6,2,2500,37.610743,126.9965712,113.66
589,-58,-6,17,2500,37.6107406,126.9965673,113.56
590,-58,-6,17,2500,37.6107396,126.9965654,113.47
591,-58,-6,22,2500,37.6107369,126.9965616,113.71
592,-58,-6,22,2500,37.6107372,126.996562,113.83
593,-58,-6,20,2500,37.6107376,126.9965624,113.94
594,-58,-6,20,2500,37.6107379,126.9965628,114.02
595,-58,-6,20,2500,37.6107386,126.9965636,114.21
596,-58,-6,20,2500,37.6107391,126.996564,114.31
597,-58,-6,20,2500,37.6107394,126.9965643,114.4
598,-55,-7,20,2500,37.6107403,126.9965649,114.64
599,-55,-7,20,2500,37.6107408,126.9965653,114.77
600,-55,-7,20,2500,37.6107473,126.9965723,115.97
601,-55,-7,20,2500,37.6107478,126.996573,116.07
602,-55,-7,20,2500,37.6107485,126.9965738,116.19
603,-55,-7,-3,2500,37.6107491,126.9965744,116.29
604,-55,-7,-3,2500,37.6107504,126.9965758,116.5
605,-55,-7,17,2500,37.6107511,126.9965766,116.61
606,-55,-7,17,2500,37.6107517,126.9965773,116.7
607,-55,-7,23,2500,37.6107523,126.9965779,116.81
608,-58,-6,23,2500,37.6107535,126.9965794,116.99
609,-58,-6,23,2500,37.6107627,126.9965879,118.38
610,-58,-6,23,2500,37.6107633,126.9965883,118.51
611,-58,-6,23,2500,37.6107638,126.9965888,118.63
612,-58,-6,23,2500,37.6107643,126.9965893,118.71
613,-58,-6,23,2500,37.610765,126.9965899,118.81
614,-58,-6,23,2500,37.6107653,126.9965901,118.84
615,-58,-6,23,2500,37.6107656,126.9965904,118.91
616,-58,-6,23,2500,37.610766,126.9965906,118.96
617,-58,-6,17,2500,37.6107667,126.9965909,119.05
618,-58,-6,17,2500,37.6107613,126.9965866,119.78
619,-58,-6,29,2500,37.6107608,126.9965834,119.58
620,-58,-6,29,2500,37.6107606,126.9965828,119.56
621,-58,-6,9,2500,37.6107608,126.9965828,119.6
622,-58,-6,9,2500,37.610761,126.9965831,119.66
623,-58,-6,20,2500,37.6107616,126.9965842,119.94
624,-58,-6,20,2500,37.6107608,126.9965839,119.96
625,-58,-6,14,2500,37.6107596,126.9965834,119.95
626,-58,-6,14,2500,37.6107579,126.9965826,119.91
627,-69,-10,14,2500,37.6107416,126.9965653,118.8
628,-69,-10,14,2500,37.6107411,126.9965648,118.69
629,-69,-10,14,2500,37.6107404,126.9965649,118.6
630,-69,-10,13,2500,37.61074,126.9965645,118.55
631,-69,-10,13,2500,37.6107399,126.9965643,118.49
632,-69,-10,15,2500,37.6107397,126.9965642,118.43
633,-69,-10,15,2500,37.6107391,126.9965638,118.34
634,-69,-10,5,2500,37.6107388,126.9965636,118.28
635,-69,-10,5,2500,37.6107384,126.9965635,118.22
636,-69,-10,5,2500,37.610735,126.9965614,117.52
637,-57,-7,13,2500,37.6107346,126.9965612,117.47
638,-57,-7,13,2500,37.6107339,126.9965606,117.35
639,-57,-7,13,2500,37.6107335,126.9965603,117.29
640,-57,-7,13,2500,37.6107331,126.9965603,117.22
641,-57,-7,13,2500,37.6107328,126.9965604,117.17
642,-57,-7,13,2500,37.6107321,126.9965601,117.02
643,-57,-7,13,2500,37.6107317,126.9965599,116.93
644,-57,-7,13,2500,37.6107315,126.9965597,116.87
645,-57,-7,13,2500,37.6107279,126.996558,116.05
646,-57,-7,13,2500,37.6107276,126.9965579,116.0
647,-56,-6,13,2500,37.6107272,126.9965576,115.91
648,-56,-6,13,2500,37.6107269,126.9965575,115.86
649,-56,-6,13,2500,37.6107267,126.9965574,115.8
650,-56,-6,13,2500,37.6107264,126.9965572,115.75
651,-56,-6,13,2500,37.6107259,126.9965569,115.62
652,-56,-6,13,2500,37.6107256,126.9965567,115.57
653,-56,-6,13,2500,37.6107253,126.9965565,115.51
654,-56,-6,6,2500,37.6107232,126.9965545,115.1
655,-56,-6,6,2500,37.610723,126.9965544,115.07
656,-56,-6,6,2500,37.6107225,126.996554,114.98
657,-56,-6,6,2500,37.6107222,126.9965537,114.94
658,-56,-6,6,2500,37.6107219,126.9965535,114.92
659,-56,-6,6,2500,37.6107216,126.9965532,114.89
660,-56,-6,14,2500,37.6107208,126.9965524,114.81
661,-56,-6,14,2500,37.6107206,126.9965521,114.79
662,-56,-6,14,2500,37.6107183,126.9965507,114.61
663,-56,-6,14,2500,37.6107182,126.9965507,114.62
664,-56,-6,14,2500,37.6107182,126.9965508,114.63
665,-56,-6,14,2500,37.6107181,126.9965509,114.65
666,-55,-6,14,2500,37.610718,126.9965509,114.65
667,-55,-6,14,2500,37.610718,126.996551,114.65
668,-55,-6,14,2500,37.6107179,126.996551,114.65
669,-55,-6,14,2500,37.6107177,126.9965509,114.64
670,-55,-6,14,2500,37.6107177,126.9965509,114.64
671,-55,-6,14,2500,37.6107168,126.9965514,114.63
672,-55,-6,14,2500,37.6107167,126.9965515,114.63
673,-55,-6,14,2500,37.6107166,126.9965514,114.6
674,-55,-6,14,2500,37.6107166,126.9965513,114.59
675,-55,-6,8,2500,37.6107166,126.9965512,114.59
676,-55,-6,8,2500,37.6107165,126.9965511,114.6
677,-55,-6,8,2500,37.6107166,126.996551,114.58
678,-55,-6,17,2500,37.6107166,126.996551,114.58
679,-55,-6,17,2500,37.6107166,126.9965508,114.58
680,-55,-6,17,2500,37.6107161,126.9965508,114.48
681,-55,-6,17,2500,37.6107161,126.9965507,114.45
682,-55,-6,9,2500,37.6107159,126.9965504,114.44
683,-55,-6,9,2500,37.6107152,126.9965499,114.57
684,-55,-6,9,2500,37.6107142,126.996549,114.81
685,-68,-10,1,2500,37.610713,126.996548,115.04
686,-68,-10,1,2500,37.6107122,126.9965485,115.72
687,-68,-10,1,2500,37.6107123,126.9965482,115.91
688,-68,-10,1,2500,37.6107125,126.9965478,115.99
689,-68,-10,1,2500,37.6106974,126.9965302,125.91
690,-68,-10,1,2500,37.6106975,126.9965304,125.9
691,-68,-10,8,2500,37.6106975,126.9965305,125.92
692,-68,-10,8,2500,37.6106976,126.9965306,125.91
693,-68,-10,8,2500,37.6106979,126.9965309,125.89
694,-68,-10,8,2500,37.6106979,126.9965311,125.88
695,-67,-8,8,2500,37.6106978,126.9965313,125.86
696,-67,-8,8,2500,37.6106978,126.9965315,125.87
697,-67,-8,8,2500,37.6106977,126.9965321,125.92
698,-67,-8,8,2500,37.6106979,126.9965319,126.75
699,-67,-8,1,2500,37.6106979,126.9965322,126.9
700,-67,-8,1,2500,37.6106977,126.9965319,126.96
701,-67,-8,1,2500,37.6106976,126.996532,127.07
702,-67,-8,1,2500,37.6106973,126.9965321,127.19
703,-67,-8,1,2500,37.6106971,126.9965322,127.27
704,-67,-8,1,2500,37.6106971,126.9965322,127.34
705,-69,-12,-1,2500,37.610697,126.9965321,127.39
706,-69,-12,-1,2500,37.6106969,126.9965319,127.48
707,-69,-12,-1,2500,37.6106993,126.9965288,127.43
708,-69,-12,-1,2500,37.6106994,126.996528,127.38
709,-69,-12,-1,2500,37.6106998,126.9965272,127.36
710,-69,-12,-1,2500,37.6107006,126.9965254,127.3
711,-69,-12,-1,2500,37.6107011,126.9965244,127.28
712,-69,-12,-1,2500,37.6107018,126.9965233,127.27
713,-69,-12,-1,2500,37.6107024,126.9965222,127.25
714,-67,-11,-1,2500,37.6107034,126.9965199,127.25
715,-67,-11,-1,2500,37.6107038,126.9965189,127.25
716,-67,-11,-1,2500,37.6107101,126.9964995,127.08
717,-67,-11,-1,2500,37.6107108,126.996498,127.09
718,-67,-11,-1,2500,37.6107114,126.9964966,127.06
719,-67,-11,-1,2500,37.6107125,126.9964938,127.01
720,-67,-11,0,2500,37.610713,126.9964925,127.0
721,-67,-11,0,2500,37.6107135,126.9964913,126.99
722,-67,-11,0,2500,37.6107137,126.9964901,126.96
723,-67,-11,0,2500,37.6107142,126.996488,126.94
