id,RSRP,RSRQ,SINR,earfcn,latitude,longitude,altitude
41,-69,-11,6,643488,37.6108402,126.9960747,123.44
42,-69,-11,6,643488,37.6108403,126.9960746,123.5
43,-69,-11,6,643488,37.6108405,126.9960742,123.65
44,-69,-11,6,643488,37.6108411,126.9960737,123.94
45,-68,-12,7,643488,37.6108412,126.9960737,124.04
46,-68,-12,7,643488,37.6108413,126.9960699,125.46
47,-68,-12,7,643488,37.6108414,126.9960696,125.52
48,-68,-12,7,643488,37.6108415,126.9960691,125.59
49,-68,-12,7,643488,37.6108415,126.9960689,125.63
50,-68,-12,7,643488,37.6108414,126.9960685,125.75
51,-68,-12,7,643488,37.6108414,126.9960681,125.8
52,-68,-12,7,643488,37.6108413,126.9960678,125.89
53,-68,-12,7,643488,37.6108413,126.9960673,125.93
54,-68,-12,7,643488,37.6108415,126.9960664,126.06
55,-68,-12,6,643488,37.6108422,126.9960609,126.8
56,-68,-12,6,643488,37.6108422,126.9960599,126.95
57,-68,-12,6,643488,37.6108422,126.9960598,127.05
58,-68,-12,6,643488,37.610842,126.9960595,127.12
59,-69,-12,10,643488,37.6108418,126.9960593,127.33
60,-69,-12,10,643488,37.6108416,126.9960594,127.48
61,-69,-12,10,643488,37.6108419,126.9960599,127.42
62,-69,-12,10,643488,37.6108415,126.9960589,127.41
63,-69,-12,10,643488,37.6108325,126.9960463,126.73
64,-67,-11,10,643488,37.6108329,126.9960463,126.68
65,-67,-11,10,643488,37.6108325,126.9960468,126.76
66,-67,-11,10,643488,37.6108324,126.9960466,126.81
67,-67,-11,10,643488,37.6108324,126.9960463,126.89
68,-67,-11,10,643488,37.6108322,126.9960463,126.92
69,-64,-11,12,643488,37.6108317,126.9960459,127.13
70,-64,-11,12,643488,37.6108314,126.9960458,127.25
71,-64,-11,12,643488,37.6108461,126.9960335,127.43
72,-64,-11,12,643488,37.610848,126.9960321,127.32
73,-67,-11,9,643488,37.6108495,126.9960311,127.26
74,-67,-11,9,643488,37.6108512,126.9960306,127.29
75,-67,-11,9,643488,37.6108555,126.9960313,127.11
76,-67,-11,9,643488,37.6108578,126.9960315,127.01
77,-67,-11,9,643488,37.6108601,126.9960314,126.92
78,-67,-11,9,643488,37.610862,126.9960315,126.89
79,-67,-11,9,643488,37.6108667,126.9960316,126.79
80,-67,-11,9,643488,37.6108789,126.9960346,125.2
81,-67,-11,9,643488,37.6108773,126.9960319,124.93
82,-67,-11,9,643488,37.6108764,126.996031,124.8
83,-69,-13,3,643488,37.6108754,126.9960307,124.69
84,-69,-13,3,643488,37.610874,126.9960301,124.57
85,-69,-13,3,643488,37.6108703,126.9960287,124.4
86,-69,-13,3,643488,37.6108684,126.9960279,124.25
87,-69,-13,3,643488,37.6108666,126.9960268,124.16
88,-69,-13,3,643488,37.6108649,126.9960258,124.04
89,-69,-13,3,643488,37.6108608,126.9960242,122.86
90,-69,-13,3,643488,37.6108608,126.9960241,122.82
91,-69,-13,3,643488,37.6108609,126.996024,122.77
92,-69,-13,3,643488,37.610861,126.996024,122.71
93,-66,-11,7,643488,37.610861,126.9960239,122.71
94,-66,-11,7,643488,37.6108611,126.9960238,122.7
95,-66,-11,7,643488,37.6108612,126.9960237,122.7
96,-66,-11,7,643488,37.6108613,126.9960235,122.71
97,-66,-11,7,643488,37.6108613,126.9960233,122.77
98,-66,-11,7,643488,37.6108606,126.9960227,123.18
99,-66,-11,7,643488,37.6108605,126.9960224,123.26
100,-66,-11,7,643488,37.6108606,126.9960222,123.34
101,-66,-11,7,643488,37.6108605,126.996022,123.4
102,-66,-11,7,643488,37.6108605,126.9960219,123.44
103,-68,-11,8,643488,37.6108606,126.9960216,123.47
104,-68,-11,8,643488,37.6108606,126.9960212,123.6
105,-68,-11,8,643488,37.6108605,126.996021,123.69
106,-68,-11,8,643488,37.6108607,126.9960208,123.73
107,-68,-11,8,643488,37.6108608,126.9960207,124.17
108,-68,-11,8,643488,37.6108608,126.9960207,124.22
109,-68,-11,8,643488,37.6108606,126.9960206,124.38
110,-68,-11,8,643488,37.6108606,126.9960204,124.44
111,-68,-11,8,643488,37.6108606,126.9960203,124.53
112,-68,-11,8,643488,37.6108606,126.9960205,124.57
113,-67,-12,5,643488,37.6108605,126.9960209,124.58
114,-67,-12,5,643488,37.6108603,126.9960206,124.74
115,-67,-12,5,643488,37.6108595,126.996018,125.82
116,-67,-12,5,643488,37.6108595,126.9960182,125.89
117,-67,-12,5,643488,37.6108595,126.9960184,125.93
118,-67,-12,5,643488,37.6108595,126.9960185,125.93
119,-67,-12,5,643488,37.6108595,126.9960185,125.99
120,-67,-12,5,643488,37.6108591,126.9960188,126.05
121,-67,-12,5,643488,37.6108587,126.9960187,126.22
122,-67,-12,5,643488,37.610859,126.9960182,126.46
123,-68,-12,7,643488,37.6108595,126.9960162,126.99
124,-68,-12,7,643488,37.6108541,126.9960013,127.69
125,-68,-12,7,643488,37.6108557,126.9959968,127.72
126,-68,-12,7,643488,37.6108577,126.9959947,127.62
127,-68,-12,7,643488,37.6108597,126.9959931,127.47
128,-68,-12,7,643488,37.6108618,126.9959918,127.46
129,-68,-12,7,643488,37.6108667,126.9959915,127.38
130,-68,-12,7,643488,37.6108687,126.9959926,127.28
131,-68,-12,7,643488,37.6108701,126.9959934,127.38
132,-63,-11,12,643488,37.6108711,126.9959941,127.19
133,-63,-11,12,643488,37.6108825,126.9959908,126.09
134,-63,-11,12,643488,37.6108846,126.9959896,126.61
135,-68,-12,5,643488,37.6108888,126.9959864,127.36
136,-68,-12,5,643488,37.6108917,126.9959848,127.8
137,-68,-12,5,643488,37.610895,126.995983,128.26
138,-68,-12,5,643488,37.6108981,126.9959822,128.32
139,-68,-12,5,643488,37.6109046,126.995982,128.56
140,-68,-12,5,643488,37.6109071,126.9959818,128.59
141,-68,-12,5,643488,37.6109093,126.9959809,128.77
142,-65,-11,9,643488,37.610938,126.9959661,131.01
143,-65,-11,9,643488,37.6109401,126.9959649,131.03
144,-65,-11,9,643488,37.6109422,126.9959635,130.97
145,-65,-11,9,643488,37.6109452,126.9959599,131.06
146,-65,-11,9,643488,37.6109471,126.9959577,131.24
147,-65,-11,9,643488,37.6109515,126.9959534,131.43
148,-65,-11,9,643488,37.6109561,126.9959497,131.35
149,-65,-11,9,643488,37.6109584,126.9959474,131.4
150,-65,-11,9,643488,37.610989,126.9959222,131.74
151,-71,-12,6,643488,37.6109913,126.99592,131.87
152,-71,-12,6,643488,37.6109931,126.9959179,132.09
153,-71,-12,6,643488,37.610998,126.9959154,132.49
154,-71,-12,6,643488,37.611,126.9959146,132.84
155,-71,-12,6,643488,37.6110016,126.995914,133.14
156,-71,-12,6,643488,37.6110032,126.9959131,133.55
157,-71,-12,6,643488,37.6110062,126.9959105,134.39
158,-71,-12,6,643488,37.6110075,126.9959092,134.62
159,-71,-12,6,643488,37.611016,126.9959008,133.91
160,-71,-12,6,643488,37.6110169,126.9958991,133.77
161,-73,-11,8,643488,37.6110178,126.9958969,133.86
162,-73,-11,8,643488,37.6110206,126.995893,134.07
163,-73,-11,8,643488,37.6110224,126.995891,134.15
164,-73,-11,8,643488,37.6110243,126.995889,134.19
165,-73,-11,8,643488,37.6110265,126.9958871,134.14
166,-73,-11,8,643488,37.6110308,126.9958835,133.84
167,-73,-11,8,643488,37.6110995,126.9958603,132.43
168,-73,-11,8,643488,37.6110991,126.9958604,132.34
169,-73,-11,8,643488,37.611099,126.9958604,132.35
170,-75,-11,7,643488,37.6110992,126.9958602,132.34
171,-75,-11,7,643488,37.6110999,126.9958599,132.16
172,-75,-11,7,643488,37.6111,126.9958599,132.11
173,-75,-11,7,643488,37.6111,126.9958602,132.0
174,-75,-11,7,643488,37.6111001,126.9958601,131.98
175,-75,-11,7,643488,37.6111002,126.9958604,131.82
176,-75,-11,7,643488,37.6111005,126.9958594,131.96
177,-75,-11,7,643488,37.6111002,126.9958588,132.3
178,-74,-11,6,643488,37.6111001,126.9958586,132.47
179,-74,-11,6,643488,37.6110997,126.9958585,132.63
180,-74,-11,6,643488,37.6110995,126.9958585,132.68
181,-74,-11,6,643488,37.6110994,126.9958585,132.75
182,-74,-11,6,643488,37.6110992,126.9958585,132.81
183,-74,-11,6,643488,37.6110972,126.9958579,133.59
184,-74,-11,6,643488,37.6110972,126.9958581,133.51
185,-74,-11,6,643488,37.6110974,126.9958585,133.31
186,-74,-11,6,643488,37.6110974,126.9958587,133.23
187,-74,-11,6,643488,37.6110974,126.9958589,133.15
188,-69,-11,11,643488,37.6110975,126.9958591,133.09
189,-69,-11,11,643488,37.6110973,126.9958594,133.04
190,-69,-11,11,643488,37.611097,126.9958593,133.11
191,-69,-11,11,643488,37.6110968,126.9958593,133.16
192,-69,-11,11,643488,37.6110946,126.9958583,133.84
193,-69,-11,11,643488,37.6110944,126.9958582,133.92
194,-69,-11,11,643488,37.6110942,126.9958583,133.95
195,-69,-11,11,643488,37.6110942,126.9958585,133.86
196,-69,-11,11,643488,37.6110942,126.9958586,133.81
197,-69,-11,11,643488,37.6110942,126.9958587,133.73
198,-68,-11,9,643488,37.6110941,126.9958586,133.68
199,-68,-11,9,643488,37.611094,126.9958588,133.68
200,-68,-11,9,643488,37.611094,126.995859,133.63
201,-68,-11,9,643488,37.6111035,126.9958676,130.58
202,-68,-11,9,643488,37.6111032,126.9958676,130.58
203,-68,-11,9,643488,37.6111032,126.9958674,130.54
204,-68,-11,9,643488,37.6111035,126.9958671,130.37
205,-68,-11,9,643488,37.6111043,126.9958667,130.08
206,-68,-11,9,643488,37.6111048,126.9958665,129.89
207,-68,-11,9,643488,37.6111054,126.9958663,129.68
208,-68,-13,4,643488,37.6111059,126.9958662,129.47
209,-68,-13,4,643488,37.6111058,126.9958662,128.87
210,-68,-13,4,643488,37.6111058,126.9958664,128.77
211,-68,-13,4,643488,37.611106,126.9958665,128.59
212,-68,-13,4,643488,37.6111063,126.9958667,128.48
213,-68,-13,4,643488,37.6111064,126.9958668,128.46
214,-68,-13,4,643488,37.6111064,126.9958667,128.45
215,-68,-13,4,643488,37.6111063,126.9958663,128.52
216,-68,-13,4,643488,37.6111063,126.9958661,128.55
217,-68,-12,6,643488,37.6111063,126.995866,128.52
218,-68,-12,6,643488,37.6111053,126.9958658,129.04
219,-68,-12,6,643488,37.6111053,126.9958659,129.04
220,-68,-12,6,643488,37.6111054,126.9958659,129.07
221,-68,-12,6,643488,37.6111054,126.9958656,129.17
222,-68,-12,6,643488,37.6111054,126.995865,129.22
223,-68,-12,6,643488,37.6111055,126.9958644,129.27
224,-68,-12,6,643488,37.6111056,126.9958638,129.32
225,-68,-12,6,643488,37.6111057,126.9958629,129.35
226,-68,-12,6,643488,37.6111003,126.9958702,129.52
227,-69,-12,6,643488,37.6110994,126.9958717,129.44
228,-69,-12,6,643488,37.6110989,126.9958723,129.37
229,-69,-12,6,643488,37.6110984,126.9958731,129.38
230,-69,-12,6,643488,37.6110983,126.9958739,129.25
231,-69,-12,6,643488,37.6110975,126.995876,129.08
232,-69,-12,6,643488,37.611097,126.9958771,129.03
233,-69,-12,6,643488,37.6110967,126.995878,128.97
234,-69,-12,6,643488,37.6110963,126.9958791,128.92
235,-69,-12,6,643488,37.6110876,126.9958943,128.14
236,-69,-12,6,643488,37.6110871,126.9958955,128.05
237,-70,-12,3,643488,37.6110863,126.9958973,127.81
238,-70,-12,3,643488,37.6110859,126.9958983,127.7
239,-70,-12,3,643488,37.6110857,126.9958993,127.52
240,-70,-12,3,643488,37.6110852,126.9959003,127.39
241,-70,-12,3,643488,37.6110838,126.9959026,127.23
242,-70,-12,3,643488,37.611083,126.9959036,127.15
243,-70,-12,3,643488,37.6110823,126.9959046,127.07
244,-70,-12,3,643488,37.6110742,126.9959144,126.35
245,-70,-12,3,643488,37.6110736,126.9959153,126.33
246,-70,-12,3,643488,37.611072,126.9959173,126.3
247,-70,-12,3,643488,37.6110712,126.9959186,126.28
248,-70,-12,3,643488,37.6110702,126.99592,126.28
249,-70,-12,3,643488,37.6110693,126.9959213,126.23
250,-70,-12,3,643488,37.6110673,126.9959244,126.18
251,-70,-12,3,643488,37.6110664,126.9959259,126.14
252,-70,-12,3,643488,37.6110509,126.9959514,125.73
253,-70,-12,3,643488,37.6110496,126.9959534,125.71
254,-70,-12,3,643488,37.6110481,126.9959553,125.7
255,-70,-12,3,643488,37.6110455,126.9959587,125.63
256,-70,-12,3,643488,37.6110441,126.9959604,125.58
257,-70,-12,3,643488,37.6110428,126.9959619,125.49
258,-70,-12,3,643488,37.6110416,126.9959633,125.41
259,-70,-12,3,643488,37.6110403,126.9959649,125.37
260,-70,-12,3,643488,37.6110376,126.9959685,125.39
261,-70,-12,3,643488,37.6110236,126.995986,125.35
262,-70,-12,3,643488,37.6110226,126.9959873,125.36
263,-70,-12,3,643488,37.6110217,126.9959886,125.3
264,-70,-12,3,643488,37.6110208,126.99599,125.25
265,-70,-12,3,643488,37.6110189,126.9959932,125.24
266,-70,-12,3,643488,37.611018,126.9959949,125.13
267,-70,-12,3,643488,37.6110171,126.9959965,125.06
268,-70,-12,3,643488,37.6110161,126.9959981,125.1
269,-70,-12,3,643488,37.611014,126.996001,125.07
270,-70,-12,3,643488,37.6110004,126.9960184,125.07
271,-70,-12,3,643488,37.6109977,126.9960223,125.07
272,-70,-12,3,643488,37.6109965,126.9960242,125.06
273,-70,-12,3,643488,37.6109952,126.9960258,125.05
274,-70,-12,3,643488,37.6109931,126.9960292,125.04
275,-70,-12,3,643488,37.6109922,126.9960305,124.98
276,-70,-12,3,643488,37.6109914,126.9960317,124.96
277,-70,-12,3,643488,37.6109908,126.9960325,124.93
278,-70,-12,3,643488,37.6109858,126.9960382,124.84
279,-70,-12,3,643488,37.6109856,126.9960382,124.85
280,-70,-12,3,643488,37.6109854,126.9960382,124.8
281,-70,-12,3,643488,37.6109852,126.9960382,124.78
282,-70,-12,3,643488,37.6109851,126.9960381,124.74
283,-70,-12,3,643488,37.610985,126.9960378,124.7
284,-70,-12,3,643488,37.6109848,126.9960376,124.65
285,-70,-12,3,643488,37.610984,126.9960367,124.54
286,-70,-12,3,643488,37.6109834,126.996036,124.53
287,-70,-12,3,643488,37.6109736,126.996028,124.1
288,-70,-12,3,643488,37.6109727,126.9960272,124.08
289,-70,-12,3,643488,37.6109718,126.9960264,124.06
290,-70,-12,3,643488,37.6109709,126.9960256,124.04
291,-70,-12,3,643488,37.6109695,126.9960238,123.93
292,-70,-12,3,643488,37.6109686,126.9960231,123.87
293,-70,-12,3,643488,37.6109679,126.9960223,123.79
294,-70,-12,3,643488,37.6109663,126.9960212,123.8
295,-70,-12,3,643488,37.6109577,126.9960232,123.51
296,-70,-12,3,643488,37.6109568,126.9960239,123.45
297,-70,-12,3,643488,37.6109549,126.9960256,123.36
298,-70,-12,3,643488,37.6109539,126.9960265,123.33
299,-70,-12,3,643488,37.6109528,126.9960273,123.34
300,-70,-12,3,643488,37.6109517,126.9960281,123.28
301,-70,-12,3,643488,37.6109496,126.9960299,123.29
302,-70,-12,3,643488,37.6109485,126.9960308,123.27
303,-70,-12,3,643488,37.6109391,126.9960422,123.13
304,-70,-12,3,643488,37.6109376,126.9960444,123.11
305,-70,-12,3,643488,37.6109368,126.9960456,123.06
306,-70,-12,3,643488,37.6109358,126.9960466,123.05
307,-70,-12,3,643488,37.6109332,126.9960495,123.04
308,-70,-12,3,643488,37.6109323,126.9960505,123.06
309,-70,-12,3,643488,37.6109314,126.9960516,123.07
310,-70,-12,3,643488,37.6109306,126.9960527,123.05
311,-70,-12,3,643488,37.6109186,126.9960718,122.59
312,-70,-12,3,643488,37.610918,126.9960725,122.57
313,-70,-12,3,643488,37.6109175,126.9960732,122.53
314,-70,-12,3,643488,37.610917,126.9960738,122.51
315,-70,-12,3,643488,37.6109156,126.9960752,122.48
316,-70,-12,3,643488,37.6109152,126.9960757,122.43
317,-70,-12,3,643488,37.6109147,126.9960759,122.41
318,-70,-12,3,643488,37.6109139,126.9960761,122.39
319,-70,-12,3,643488,37.6109125,126.996076,122.36
320,-70,-12,3,643488,37.6109002,126.9960692,122.21
321,-70,-12,3,643488,37.6108988,126.9960679,122.19
322,-70,-12,3,643488,37.6108977,126.9960665,122.16
323,-70,-12,3,643488,37.6108967,126.9960652,122.17
324,-70,-12,3,643488,37.6108952,126.9960631,122.16
325,-70,-12,3,643488,37.6108945,126.9960622,122.13
326,-70,-12,3,643488,37.610894,126.9960616,122.16
327,-70,-12,3,643488,37.6108937,126.9960612,122.16
328,-70,-12,3,643488,37.6108931,126.9960604,122.16
329,-70,-12,3,643488,37.6108894,126.9960568,122.16
330,-70,-12,3,643488,37.6108879,126.9960564,122.11
331,-70,-12,3,643488,37.6108871,126.9960563,122.09
332,-70,-12,3,643488,37.6108863,126.9960561,122.05
333,-70,-12,3,643488,37.6108853,126.9960559,122.02
334,-70,-12,3,643488,37.6108838,126.9960555,122.01
335,-70,-12,3,643488,37.6108829,126.996055,122.0
336,-70,-12,3,643488,37.610882,126.9960543,121.98
337,-70,-12,3,643488,37.6108761,126.9960438,121.68
338,-70,-12,3,643488,37.6108759,126.9960434,121.6
339,-70,-12,3,643488,37.6108757,126.9960431,121.58
340,-70,-12,3,643488,37.6108758,126.9960426,121.52
341,-70,-12,3,643488,37.6108759,126.9960425,121.48
342,-70,-12,3,643488,37.610876,126.9960426,121.48
343,-70,-12,3,643488,37.6108761,126.9960429,121.46
344,-70,-12,3,643488,37.6108767,126.9960435,121.39
345,-70,-12,3,643488,37.610877,126.9960439,121.37
346,-70,-12,3,643488,37.6108757,126.9960457,121.45
347,-70,-12,3,643488,37.6108754,126.9960453,121.45
348,-70,-12,3,643488,37.6108746,126.9960439,121.49
349,-70,-12,3,643488,37.6108742,126.9960431,121.49
350,-70,-12,3,643488,37.6108737,126.9960423,121.49
351,-70,-12,3,643488,37.6108731,126.9960415,121.48
352,-70,-12,3,643488,37.610872,126.9960399,121.51
353,-70,-12,3,643488,37.6108715,126.9960392,121.52
354,-70,-12,3,643488,37.610871,126.9960384,121.53
355,-70,-12,3,643488,37.6108637,126.9960315,121.54
356,-70,-12,3,643488,37.6108632,126.996031,121.54
357,-70,-12,3,643488,37.610862,126.9960297,121.53
358,-70,-12,3,643488,37.6108618,126.9960291,121.51
359,-70,-12,3,643488,37.6108617,126.9960286,121.54
360,-70,-12,3,643488,37.6108615,126.9960282,121.58
361,-70,-12,3,643488,37.6108615,126.9960279,121.59
362,-70,-12,3,643488,37.6108615,126.9960277,121.59
363,-70,-12,3,643488,37.6108615,126.9960275,121.58
364,-70,-12,3,643488,37.6108617,126.9960266,121.46
365,-70,-12,3,643488,37.6108617,126.9960267,121.47
366,-70,-12,3,643488,37.6108618,126.9960267,121.45
367,-70,-12,3,643488,37.6108617,126.9960271,121.44
368,-70,-12,3,643488,37.6108617,126.9960273,121.42
369,-70,-12,3,643488,37.6108616,126.9960276,121.41
370,-70,-12,3,643488,37.6108614,126.9960277,121.42
371,-70,-12,3,643488,37.6108612,126.9960276,121.38
372,-70,-12,3,643488,37.6108572,126.9960248,121.4
373,-70,-12,3,643488,37.6108565,126.9960234,121.35
374,-70,-12,3,643488,37.6108563,126.9960225,121.35
375,-70,-12,3,643488,37.6108559,126.9960216,121.32
376,-70,-12,3,643488,37.6108556,126.996021,121.31
377,-70,-12,3,643488,37.6108552,126.9960198,121.34
378,-70,-12,3,643488,37.610855,126.9960194,121.31
379,-70,-12,3,643488,37.6108547,126.9960188,121.32
380,-70,-12,3,643488,37.6108544,126.9960183,121.32
381,-70,-12,3,643488,37.6108498,126.9960133,121.23
382,-70,-12,3,643488,37.6108494,126.9960127,121.19
383,-70,-12,3,643488,37.6108487,126.9960117,121.2
384,-70,-12,3,643488,37.6108485,126.9960109,121.23
385,-70,-12,3,643488,37.6108483,126.9960102,121.24
386,-70,-12,3,643488,37.6108478,126.9960092,121.23
387,-70,-12,3,643488,37.6108475,126.9960088,121.27
388,-70,-12,3,643488,37.6108472,126.9960086,121.29
389,-70,-12,3,643488,37.610847,126.9960084,121.27
390,-70,-12,3,643488,37.6108472,126.9960086,121.47
391,-70,-12,3,643488,37.6108472,126.9960086,121.48
392,-70,-12,3,643488,37.6108471,126.9960086,121.52
393,-70,-12,3,643488,37.6108471,126.9960085,121.54
394,-70,-12,3,643488,37.6108469,126.9960087,121.58
395,-70,-12,3,643488,37.6108468,126.9960088,121.6
396,-70,-12,3,643488,37.6108465,126.996009,121.64
397,-70,-12,3,643488,37.6108463,126.9960092,121.67
398,-70,-12,3,643488,37.6108461,126.9960095,121.71
399,-70,-12,3,643488,37.6108459,126.9960085,122.11
400,-70,-12,3,643488,37.6108459,126.9960083,122.11
401,-70,-12,3,643488,37.6108459,126.9960082,122.12
402,-70,-12,3,643488,37.610846,126.9960079,122.11
403,-70,-12,3,643488,37.610846,126.9960075,122.09
404,-70,-12,3,643488,37.6108459,126.9960073,122.1
405,-70,-12,3,643488,37.6108457,126.996007,122.09
406,-70,-12,3,643488,37.6108455,126.9960069,122.1
407,-70,-12,3,643488,37.6108448,126.9960067,122.12
408,-70,-12,3,643488,37.6108392,126.9960034,122.19
409,-70,-12,3,643488,37.6108388,126.9960028,122.18
410,-70,-12,3,643488,37.6108379,126.9960019,122.21
411,-70,-12,3,643488,37.6108376,126.9960015,122.19
412,-70,-12,3,643488,37.6108375,126.9960012,122.2
413,-70,-12,3,643488,37.6108373,126.996001,122.22
414,-70,-12,3,643488,37.6108373,126.9960006,122.23
415,-70,-12,3,643488,37.6108372,126.9960004,122.23
416,-70,-12,3,643488,37.6108372,126.9960002,122.24
417,-70,-12,3,643488,37.6108375,126.9959988,122.41
418,-70,-12,3,643488,37.6108372,126.9959993,122.41
419,-70,-12,3,643488,37.610837,126.9959996,122.45
420,-70,-12,3,643488,37.6108369,126.9959998,122.45
421,-70,-12,3,643488,37.6108368,126.9959998,122.47
422,-70,-12,3,643488,37.6108367,126.9960001,122.45
423,-70,-12,3,643488,37.6108366,126.9960006,122.43
424,-70,-12,3,643488,37.6108364,126.9960011,122.43
425,-70,-12,3,643488,37.6108359,126.9960022,122.42
426,-70,-12,3,643488,37.6108314,126.9960098,122.25
427,-70,-12,3,643488,37.61083,126.9960113,122.35
428,-70,-12,3,643488,37.6108293,126.9960121,122.4
429,-70,-12,3,643488,37.6108286,126.9960128,122.37
430,-70,-12,3,643488,37.610828,126.9960132,122.37
431,-70,-12,3,643488,37.6108272,126.9960139,122.41
432,-70,-12,3,643488,37.6108269,126.996014,122.41
433,-70,-12,3,643488,37.6108266,126.9960143,122.44
434,-70,-12,3,643488,37.6108262,126.9960148,122.49
435,-70,-12,3,643488,37.6108173,126.9960271,122.66
436,-70,-12,3,643488,37.6108162,126.9960281,122.64
437,-70,-12,3,643488,37.6108145,126.9960302,122.62
438,-70,-12,3,643488,37.6108136,126.9960313,122.6
439,-70,-12,3,643488,37.6108126,126.9960324,122.6
440,-70,-12,3,643488,37.6108116,126.9960337,122.61
441,-70,-12,3,643488,37.6108096,126.9960364,122.71
442,-70,-12,3,643488,37.6108086,126.9960378,122.73
443,-70,-12,3,643488,37.6107991,126.996054,122.87
444,-70,-12,3,643488,37.610797,126.996057,122.86
445,-70,-12,3,643488,37.6107941,126.9960602,122.86
446,-70,-12,3,643488,37.6107927,126.9960617,122.85
447,-70,-12,3,643488,37.6107903,126.9960644,122.83
448,-70,-12,3,643488,37.6107893,126.9960656,122.83
449,-70,-12,3,643488,37.6107884,126.9960669,122.83
450,-70,-12,3,643488,37.6107866,126.9960692,122.84
451,-70,-12,3,643488,37.6107802,126.9960792,122.77
452,-70,-12,3,643488,37.6107792,126.9960811,122.75
453,-70,-12,3,643488,37.6107785,126.9960824,122.76
454,-70,-12,3,643488,37.6107778,126.9960836,122.75
455,-70,-12,3,643488,37.6107771,126.9960849,122.78
456,-70,-12,3,643488,37.6107757,126.9960878,122.75
457,-70,-12,3,643488,37.6107748,126.9960893,122.8
458,-70,-12,3,643488,37.6107737,126.996091,122.82
459,-70,-12,3,643488,37.6107728,126.9960927,122.84
460,-70,-12,3,643488,37.6107583,126.9961123,122.74
461,-70,-12,3,643488,37.6107561,126.9961153,122.71
462,-70,-12,3,643488,37.610755,126.9961167,122.73
463,-70,-12,3,643488,37.6107542,126.9961179,122.76
464,-70,-12,3,643488,37.6107534,126.996119,122.82
465,-70,-12,3,643488,37.6107519,126.9961207,122.9
466,-70,-12,3,643488,37.6107511,126.9961215,122.95
467,-70,-12,3,643488,37.6107503,126.9961223,122.94
468,-70,-12,3,643488,37.610741,126.9961374,123.15
469,-70,-12,3,643488,37.61074,126.9961394,123.15
470,-70,-12,3,643488,37.610738,126.9961435,123.09
471,-70,-12,3,643488,37.6107371,126.9961452,123.05
472,-70,-12,3,643488,37.6107363,126.9961469,123.02
473,-70,-12,3,643488,37.6107356,126.9961486,122.99
474,-70,-12,3,643488,37.610734,126.9961521,122.97
475,-70,-12,3,643488,37.6107329,126.9961539,122.96
476,-70,-12,3,643488,37.6107318,126.9961557,122.93
477,-70,-12,3,643488,37.6107184,126.9961725,122.82
478,-70,-12,3,643488,37.6107176,126.9961734,122.83
479,-70,-12,3,643488,37.6107168,126.9961742,122.88
480,-70,-12,3,643488,37.6107159,126.9961755,122.88
481,-70,-12,3,643488,37.6107156,126.9961758,122.85
482,-70,-12,3,643488,37.6107155,126.9961757,122.87
483,-70,-12,3,643488,37.6107156,126.9961755,122.87
